id,title,price,rating,availability,category,image_url,product_page_url
515,"Sit, Stay, Love",20.9,3,In stock (7 available),Romance,https://books.toscrape.com/media/cache/48/2c/482c14200688df579ab2ed0fcbddcb86.jpg,https://books.toscrape.com/catalogue/sit-stay-love_486/index.html
516,Sister Dear,40.2,4,In stock (7 available),Fiction,https://books.toscrape.com/media/cache/2a/0a/2a0a1543dd5f3edc407ab9989f29e992.jpg,https://books.toscrape.com/catalogue/sister-dear_485/index.html
517,"Shrunken Treasures: Literary Classics, Short, Sweet, and Silly",52.87,3,In stock (7 available),Childrens,https://books.toscrape.com/media/cache/7b/b9/7bb9386b43f2aeaa6eaf042df1b4e96f.jpg,https://books.toscrape.com/catalogue/shrunken-treasures-literary-classics-short-sweet-and-silly_484/index.html
518,"Rich Dad, Poor Dad",51.74,1,In stock (7 available),Business,https://books.toscrape.com/media/cache/46/1c/461cf454be3aac0b4cd066247c892679.jpg,https://books.toscrape.com/catalogue/rich-dad-poor-dad_483/index.html
519,Raymie Nightingale,34.41,2,In stock (7 available),Childrens,https://books.toscrape.com/media/cache/95/6b/956b5a8927463f4ea0774e2469e27ce5.jpg,https://books.toscrape.com/catalogue/raymie-nightingale_482/index.html
520,Playing from the Heart,32.38,1,In stock (7 available),Childrens,https://books.toscrape.com/media/cache/b6/ba/b6ba2393c312701f1471db91eb73284d.jpg,https://books.toscrape.com/catalogue/playing-from-the-heart_481/index.html
521,Nightstruck: A Novel,50.35,4,In stock (7 available),Young Adult,https://books.toscrape.com/media/cache/cb/da/cbda49820de480220af3dff2d30c689a.jpg,https://books.toscrape.com/catalogue/nightstruck-a-novel_480/index.html
522,"Naturally Lean: 125 Nourishing Gluten-Free, Plant-Based Recipes--All Under 300 Calories",11.38,5,In stock (7 available),Food and Drink,https://books.toscrape.com/media/cache/5b/46/5b466903acc905deb89019c0407848c4.jpg,https://books.toscrape.com/catalogue/naturally-lean-125-nourishing-gluten-free-plant-based-recipes-all-under-300-calories_479/index.html
523,Meternity,43.58,3,In stock (7 available),Womens Fiction,https://books.toscrape.com/media/cache/e3/33/e33394096291284ed1f80c5b13c4e1f3.jpg,https://books.toscrape.com/catalogue/meternity_478/index.html
524,Memoirs of a Geisha,49.67,3,In stock (7 available),Fiction,https://books.toscrape.com/media/cache/5e/4b/5e4b5ef50c54f173456606e70719cc84.jpg,https://books.toscrape.com/catalogue/memoirs-of-a-geisha_477/index.html
525,Like Never Before (Walker Family #2),28.77,2,In stock (7 available),Christian Fiction,https://books.toscrape.com/media/cache/1b/38/1b3825668326e82038ba33bca646e0f3.jpg,https://books.toscrape.com/catalogue/like-never-before-walker-family-2_476/index.html
526,Life of Pi,13.22,4,In stock (7 available),Default,https://books.toscrape.com/media/cache/24/10/2410311e3603f15637eccedd14ba1130.jpg,https://books.toscrape.com/catalogue/life-of-pi_475/index.html
527,Leave This Song Behind: Teen Poetry at Its Best,51.17,5,In stock (7 available),Poetry,https://books.toscrape.com/media/cache/5e/ca/5eca840ed2d6f0f0d2f795922cb76741.jpg,https://books.toscrape.com/catalogue/leave-this-song-behind-teen-poetry-at-its-best_474/index.html
528,King's Folly (The Kinsman Chronicles #1),39.61,5,In stock (7 available),Fantasy,https://books.toscrape.com/media/cache/fc/17/fc17b4149d87d9ee714dde082ede0ee9.jpg,https://books.toscrape.com/catalogue/kings-folly-the-kinsman-chronicles-1_473/index.html
529,John Adams,57.43,4,In stock (7 available),Add a comment,https://books.toscrape.com/media/cache/fd/5f/fd5f36fce14114f5b982e1e69d9a2f69.jpg,https://books.toscrape.com/catalogue/john-adams_472/index.html
530,How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food (How to Cook Everything),46.01,4,In stock (7 available),Food and Drink,https://books.toscrape.com/media/cache/ca/5f/ca5f20fe544cc311dd126c60c7aa003e.jpg,https://books.toscrape.com/catalogue/how-to-cook-everything-vegetarian-simple-meatless-recipes-for-great-food-how-to-cook-everything_471/index.html
531,How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,28.25,2,In stock (7 available),Food and Drink,https://books.toscrape.com/media/cache/3b/67/3b673813904dce654eee394b9d308cfc.jpg,https://books.toscrape.com/catalogue/how-to-be-a-domestic-goddess-baking-and-the-art-of-comfort-cooking_470/index.html
532,Good in Bed (Cannie Shapiro #1),37.05,5,In stock (7 available),Add a comment,https://books.toscrape.com/media/cache/a5/7a/a57a35a22d7a06fa9987121e4883e4de.jpg,https://books.toscrape.com/catalogue/good-in-bed-cannie-shapiro-1_469/index.html
533,"Fruits Basket, Vol. 7 (Fruits Basket #7)",19.57,1,In stock (7 available),Sequential Art,https://books.toscrape.com/media/cache/c3/36/c3366ab246bf5e4baec15cdf55915b69.jpg,https://books.toscrape.com/catalogue/fruits-basket-vol-7-fruits-basket-7_468/index.html
534,For the Love: Fighting for Grace in a World of Impossible Standards,45.13,3,In stock (7 available),Nonfiction,https://books.toscrape.com/media/cache/a9/f4/a9f4d0f649833b477383263a8c5fb217.jpg,https://books.toscrape.com/catalogue/for-the-love-fighting-for-grace-in-a-world-of-impossible-standards_467/index.html
535,Finding God in the Ruins: How God Redeems Pain,46.64,2,In stock (7 available),Nonfiction,https://books.toscrape.com/media/cache/da/0f/da0f0c01b1b9819fa7cb5e27a295351f.jpg,https://books.toscrape.com/catalogue/finding-god-in-the-ruins-how-god-redeems-pain_466/index.html
536,Every Heart a Doorway (Every Heart A Doorway #1),12.16,5,In stock (7 available),Fantasy,https://books.toscrape.com/media/cache/b8/d7/b8d7eab895dac4551905c5f85849bb32.jpg,https://books.toscrape.com/catalogue/every-heart-a-doorway-every-heart-a-doorway-1_465/index.html
537,Delivering the Truth (Quaker Midwife Mystery #1),20.89,4,In stock (7 available),Mystery,https://books.toscrape.com/media/cache/5c/8a/5c8acde540a88aed464ab5c52bafcd83.jpg,https://books.toscrape.com/catalogue/delivering-the-truth-quaker-midwife-mystery-1_464/index.html
538,Counted With the Stars (Out from Egypt #1),17.97,5,In stock (7 available),Christian Fiction,https://books.toscrape.com/media/cache/33/93/339372341b88e027734e97fa1ddb26fc.jpg,https://books.toscrape.com/catalogue/counted-with-the-stars-out-from-egypt-1_463/index.html
539,"Chronicles, Vol. 1",52.6,2,In stock (7 available),Music,https://books.toscrape.com/media/cache/df/bd/dfbd53a5c4bcb1bf676bf2a86335adbb.jpg,https://books.toscrape.com/catalogue/chronicles-vol-1_462/index.html
540,Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,25.77,1,In stock (7 available),Christian,https://books.toscrape.com/media/cache/98/4a/984ab50781e05461a753923eaba33e58.jpg,https://books.toscrape.com/catalogue/blue-like-jazz-nonreligious-thoughts-on-christian-spirituality_461/index.html
541,Benjamin Franklin: An American Life,48.19,3,In stock (7 available),Biography,https://books.toscrape.com/media/cache/c2/7e/c27efce6a2321c10b0d34035308ace37.jpg,https://books.toscrape.com/catalogue/benjamin-franklin-an-american-life_460/index.html
542,"At The Existentialist Caf̩: Freedom, Being, and apricot cocktails with: Jean-Paul Sartre, Simone de Beauvoir, Albert Camus, Martin Heidegger, Edmund Husserl, Karl Jaspers, Maurice Merleau-Ponty and others",29.93,5,In stock (7 available),Philosophy,https://books.toscrape.com/media/cache/ce/da/ceda6d577d0609261f997bd99872013b.jpg,https://books.toscrape.com/catalogue/at-the-existentialist-cafe-freedom-being-and-apricot-cocktails-with-jean-paul-sartre-simone-de-beauvoir-albert-camus-martin-heidegger-edmund-husserl-karl-jaspers-maurice-merleau-ponty-and-others_459/index.html
543,A Summer In Europe,44.34,2,In stock (7 available),Travel,https://books.toscrape.com/media/cache/6c/e3/6ce3003931701c7a3fd5354917538ea9.jpg,https://books.toscrape.com/catalogue/a-summer-in-europe_458/index.html
544,A Short History of Nearly Everything,52.4,5,In stock (7 available),History,https://books.toscrape.com/media/cache/17/aa/17aa3d17bae02fa1d0e2a831c0c0e58b.jpg,https://books.toscrape.com/catalogue/a-short-history-of-nearly-everything_457/index.html
545,A Gathering of Shadows (Shades of Magic #2),44.81,4,In stock (7 available),Fantasy,https://books.toscrape.com/media/cache/c3/1a/c31af6fddfa452d9d746a599f35dcc01.jpg,https://books.toscrape.com/catalogue/a-gathering-of-shadows-shades-of-magic-2_456/index.html
546,The Sound Of Love,57.84,5,In stock (6 available),Default,https://books.toscrape.com/media/cache/90/df/90dfdcadfcff9cd39f6f933ac11c9241.jpg,https://books.toscrape.com/catalogue/the-sound-of-love_455/index.html
547,The Rise and Fall of the Third Reich: A History of Nazi Germany,39.67,2,In stock (6 available),History,https://books.toscrape.com/media/cache/10/f6/10f6ebfa89b070ba39ad7c4c872c96ea.jpg,https://books.toscrape.com/catalogue/the-rise-and-fall-of-the-third-reich-a-history-of-nazi-germany_454/index.html
548,The Perks of Being a Wallflower,55.02,3,In stock (6 available),Default,https://books.toscrape.com/media/cache/28/21/28219255776fb162c82ebac3cdddcf90.jpg,https://books.toscrape.com/catalogue/the-perks-of-being-a-wallflower_453/index.html
549,The Mysterious Affair at Styles (Hercule Poirot #1),24.8,4,In stock (6 available),Mystery,https://books.toscrape.com/media/cache/6b/61/6b61d393f0731f6c52182ba3cf41e245.jpg,https://books.toscrape.com/catalogue/the-mysterious-affair-at-styles-hercule-poirot-1_452/index.html
550,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,59.45,4,In stock (6 available),Nonfiction,https://books.toscrape.com/media/cache/d7/58/d758851b2790471b1de776f49a997157.jpg,https://books.toscrape.com/catalogue/the-man-who-mistook-his-wife-for-a-hat-and-other-clinical-tales_451/index.html
551,The Makings of a Fatherless Child,31.58,2,In stock (6 available),Default,https://books.toscrape.com/media/cache/2f/b6/2fb66b628ee51169b91cdfce8b68d929.jpg,https://books.toscrape.com/catalogue/the-makings-of-a-fatherless-child_450/index.html
552,The Joy of Cooking,43.27,4,In stock (6 available),Add a comment,https://books.toscrape.com/media/cache/2c/81/2c8137d1d0a3ebb2f74d7abf45916606.jpg,https://books.toscrape.com/catalogue/the-joy-of-cooking_449/index.html
553,The Invention of Wings,37.34,1,In stock (6 available),Historical Fiction,https://books.toscrape.com/media/cache/7a/b0/7ab00e6956f540bfe0018656d5bfe1e4.jpg,https://books.toscrape.com/catalogue/the-invention-of-wings_448/index.html
554,The Hobbit (Middle-Earth Universe),17.8,5,In stock (6 available),Default,https://books.toscrape.com/media/cache/17/06/1706d016ec39ba3caad03b49737fefc7.jpg,https://books.toscrape.com/catalogue/the-hobbit-middle-earth-universe_447/index.html
555,The Great Railway Bazaar,30.54,1,In stock (6 available),Travel,https://books.toscrape.com/media/cache/d5/82/d582f6b0261c2842330e893962276295.jpg,https://books.toscrape.com/catalogue/the-great-railway-bazaar_446/index.html
556,The Golden Compass (His Dark Materials #1),18.77,1,In stock (6 available),Add a comment,https://books.toscrape.com/media/cache/a5/13/a513b65a8f7696c8aec48a607f7f90d3.jpg,https://books.toscrape.com/catalogue/the-golden-compass-his-dark-materials-1_445/index.html
557,The God Delusion,46.85,3,In stock (6 available),Add a comment,https://books.toscrape.com/media/cache/30/35/3035b6c5dc0a48a83fbe84eb37e76f10.jpg,https://books.toscrape.com/catalogue/the-god-delusion_444/index.html
558,The Girl You Left Behind (The Girl You Left Behind #1),15.79,1,In stock (6 available),Historical,https://books.toscrape.com/media/cache/6d/72/6d72120f94d38e356612c8a78e82a53d.jpg,https://books.toscrape.com/catalogue/the-girl-you-left-behind-the-girl-you-left-behind-1_443/index.html
559,The Fellowship of the Ring (The Lord of the Rings #1),10.27,2,In stock (6 available),Default,https://books.toscrape.com/media/cache/5d/9f/5d9f339be8d98f597ad33eee239119d8.jpg,https://books.toscrape.com/catalogue/the-fellowship-of-the-ring-the-lord-of-the-rings-1_442/index.html
560,The Collected Poems of W.B. Yeats (The Collected Works of W.B. Yeats #1),15.42,5,In stock (6 available),Poetry,https://books.toscrape.com/media/cache/b3/8c/b38cadc69f4a2db0aae2ee2867ab8583.jpg,https://books.toscrape.com/catalogue/the-collected-poems-of-wb-yeats-the-collected-works-of-wb-yeats-1_441/index.html
561,The Barefoot Contessa Cookbook,59.92,5,In stock (6 available),Food and Drink,https://books.toscrape.com/media/cache/5f/c1/5fc1de838c428ae58f3a9ec08825d179.jpg,https://books.toscrape.com/catalogue/the-barefoot-contessa-cookbook_440/index.html
562,Tell the Wolves I'm Home,50.96,2,In stock (6 available),Young Adult,https://books.toscrape.com/media/cache/78/48/784872c69237efaf5df8c0282280ff05.jpg,https://books.toscrape.com/catalogue/tell-the-wolves-im-home_439/index.html
563,Ship Leaves Harbor: Essays on Travel by a Recovering Journeyman,30.6,3,In stock (6 available),Default,https://books.toscrape.com/media/cache/1e/d2/1ed2c2f8f406ed7ed90a58f73d4f1058.jpg,https://books.toscrape.com/catalogue/ship-leaves-harbor-essays-on-travel-by-a-recovering-journeyman_438/index.html
564,Pride and Prejudice,19.27,4,In stock (6 available),Add a comment,https://books.toscrape.com/media/cache/6a/87/6a8706826789aa47fbbb8a2459b4c616.jpg,https://books.toscrape.com/catalogue/pride-and-prejudice_437/index.html
565,Musicophilia: Tales of Music and the Brain,46.58,1,In stock (6 available),Default,https://books.toscrape.com/media/cache/ef/e7/efe7be2e15323d5bee36c37e953b1cad.jpg,https://books.toscrape.com/catalogue/musicophilia-tales-of-music-and-the-brain_436/index.html
566,Mere Christianity,48.51,3,In stock (6 available),Add a comment,https://books.toscrape.com/media/cache/d7/ce/d7ce17649c77c9addfcf265012d0436e.jpg,https://books.toscrape.com/catalogue/mere-christianity_435/index.html
567,Me Before You (Me Before You #1),19.02,1,In stock (6 available),Fiction,https://books.toscrape.com/media/cache/81/c3/81c36cb2510dc47892dde52f3989a53f.jpg,https://books.toscrape.com/catalogue/me-before-you-me-before-you-1_434/index.html
568,In the Woods (Dublin Murder Squad #1),38.38,2,In stock (6 available),Mystery,https://books.toscrape.com/media/cache/13/47/13470484ded8c835ce03b662fc863a1a.jpg,https://books.toscrape.com/catalogue/in-the-woods-dublin-murder-squad-1_433/index.html
569,In Cold Blood,49.98,4,In stock (6 available),Nonfiction,https://books.toscrape.com/media/cache/78/52/7852b87face58f30b46004a4a4270f2d.jpg,https://books.toscrape.com/catalogue/in-cold-blood_432/index.html
570,How to Stop Worrying and Start Living,46.49,5,In stock (6 available),Self Help,https://books.toscrape.com/media/cache/64/0c/640cfc86cd3943cef402dc6082497eec.jpg,https://books.toscrape.com/catalogue/how-to-stop-worrying-and-start-living_431/index.html
571,Give It Back,18.32,2,In stock (6 available),Thriller,https://books.toscrape.com/media/cache/15/d4/15d444bf7fc91c7ced84e73ec99d711d.jpg,https://books.toscrape.com/catalogue/give-it-back_430/index.html
572,"Girl, Interrupted",42.14,3,In stock (6 available),Nonfiction,https://books.toscrape.com/media/cache/9d/6c/9d6c5f23127bf494bc226daa02bc7daf.jpg,https://books.toscrape.com/catalogue/girl-interrupted_429/index.html
573,Fun Home: A Family Tragicomic,56.59,4,In stock (6 available),Add a comment,https://books.toscrape.com/media/cache/48/c1/48c15c510ce0089db10a4f5f9fce7ecd.jpg,https://books.toscrape.com/catalogue/fun-home-a-family-tragicomic_428/index.html
574,"Fruits Basket, Vol. 6 (Fruits Basket #6)",20.96,4,In stock (6 available),Sequential Art,https://books.toscrape.com/media/cache/cd/b5/cdb5bd3a70cd857879120b4a90192bda.jpg,https://books.toscrape.com/catalogue/fruits-basket-vol-6-fruits-basket-6_427/index.html
575,Deception Point,40.32,4,In stock (6 available),Fiction,https://books.toscrape.com/media/cache/65/6d/656d264685962b55ff14fb310b0ae747.jpg,https://books.toscrape.com/catalogue/deception-point_426/index.html
576,"Death Note, Vol. 6: Give-and-Take (Death Note #6)",36.39,3,In stock (6 available),Sequential Art,https://books.toscrape.com/media/cache/c7/11/c7117547293ca3bb7a6a78e6603f2f8e.jpg,https://books.toscrape.com/catalogue/death-note-vol-6-give-and-take-death-note-6_425/index.html
577,Catherine the Great: Portrait of a Woman,58.55,4,In stock (6 available),History,https://books.toscrape.com/media/cache/37/3a/373af6af58a00ca69602d74b81951ac4.jpg,https://books.toscrape.com/catalogue/catherine-the-great-portrait-of-a-woman_424/index.html
578,Better Homes and Gardens New Cook Book,39.61,3,In stock (6 available),Food and Drink,https://books.toscrape.com/media/cache/71/21/712105c4429489160c7a6f9e4824fcc6.jpg,https://books.toscrape.com/catalogue/better-homes-and-gardens-new-cook-book_423/index.html
579,An Unquiet Mind: A Memoir of Moods and Madness,21.3,3,In stock (6 available),Psychology,https://books.toscrape.com/media/cache/e5/65/e56540f5e29286f3d7a1e3eb1912b61f.jpg,https://books.toscrape.com/catalogue/an-unquiet-mind-a-memoir-of-moods-and-madness_422/index.html
580,A Year in Provence (Provence #1),56.88,4,In stock (6 available),Travel,https://books.toscrape.com/media/cache/8b/81/8b81cd9b2c8f89a12099a80bed1c4911.jpg,https://books.toscrape.com/catalogue/a-year-in-provence-provence-1_421/index.html
581,World Without End (The Pillars of the Earth #2),32.97,4,In stock (5 available),Historical Fiction,https://books.toscrape.com/media/cache/58/b5/58b5730dd82cbcf6560cf0ab8b56cd9f.jpg,https://books.toscrape.com/catalogue/world-without-end-the-pillars-of-the-earth-2_420/index.html
582,"Will Grayson, Will Grayson (Will Grayson, Will Grayson)",47.31,4,In stock (5 available),Young Adult,https://books.toscrape.com/media/cache/b9/e6/b9e66a23fe4b95c426409bad86058152.jpg,https://books.toscrape.com/catalogue/will-grayson-will-grayson-will-grayson-will-grayson_419/index.html
583,Why Save the Bankers?: And Other Essays on Our Economic and Political Crisis,48.67,2,In stock (5 available),Nonfiction,https://books.toscrape.com/media/cache/be/98/be98641184d97b2fad1bc6c90c571b80.jpg,https://books.toscrape.com/catalogue/why-save-the-bankers-and-other-essays-on-our-economic-and-political-crisis_418/index.html
584,Where She Went (If I Stay #2),41.73,4,In stock (5 available),Young Adult,https://books.toscrape.com/media/cache/0c/f9/0cf93861d70a35c3d8deaa265a630e35.jpg,https://books.toscrape.com/catalogue/where-she-went-if-i-stay-2_417/index.html
585,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,53.68,4,In stock (5 available),Default,https://books.toscrape.com/media/cache/1f/5a/1f5a1bea2bd3e38dc105a7fe33a08826.jpg,https://books.toscrape.com/catalogue/what-if-serious-scientific-answers-to-absurd-hypothetical-questions_416/index.html
586,Two Summers,14.64,1,In stock (5 available),Young Adult,https://books.toscrape.com/media/cache/cd/1a/cd1ab47070ea1662d4917d7ad483ed53.jpg,https://books.toscrape.com/catalogue/two-summers_415/index.html
587,This Is Your Brain on Music: The Science of a Human Obsession,38.4,1,In stock (5 available),Music,https://books.toscrape.com/media/cache/d8/d3/d8d3a16113069ccde25da34483a583fb.jpg,https://books.toscrape.com/catalogue/this-is-your-brain-on-music-the-science-of-a-human-obsession_414/index.html
588,The Secret Garden,15.08,4,In stock (5 available),Classics,https://books.toscrape.com/media/cache/f1/78/f17805e88aed31aae352ab250b2a379d.jpg,https://books.toscrape.com/catalogue/the-secret-garden_413/index.html
589,The Raven King (The Raven Cycle #4),30.57,2,In stock (5 available),Add a comment,https://books.toscrape.com/media/cache/2f/7f/2f7f108c7b56c6adac8510eb43ff4f79.jpg,https://books.toscrape.com/catalogue/the-raven-king-the-raven-cycle-4_412/index.html
590,The Raven Boys (The Raven Cycle #1),57.74,4,In stock (5 available),Fantasy,https://books.toscrape.com/media/cache/68/b0/68b05bbf33c6b8e2914f35ad14a0d2d8.jpg,https://books.toscrape.com/catalogue/the-raven-boys-the-raven-cycle-1_411/index.html
591,The Power Greens Cookbook: 140 Delicious Superfood Recipes,11.05,5,In stock (5 available),Food and Drink,https://books.toscrape.com/media/cache/21/65/21651189fd05220e11ea5a1bd99ce58b.jpg,https://books.toscrape.com/catalogue/the-power-greens-cookbook-140-delicious-superfood-recipes_410/index.html
592,The Metamorphosis,28.58,1,In stock (5 available),Classics,https://books.toscrape.com/media/cache/9b/33/9b33c3c40c8d27054a3edf96cbf6a2fb.jpg,https://books.toscrape.com/catalogue/the-metamorphosis_409/index.html
593,The Mathews Men: Seven Brothers and the War Against Hitler's U-boats,42.91,5,In stock (5 available),History,https://books.toscrape.com/media/cache/52/74/5274c64fbcb7ce4bbf427ed751f6cada.jpg,https://books.toscrape.com/catalogue/the-mathews-men-seven-brothers-and-the-war-against-hitlers-u-boats_408/index.html
594,The Little Paris Bookshop,24.73,3,In stock (5 available),Fiction,https://books.toscrape.com/media/cache/ed/25/ed2540d08b66683313ffee9241bfd926.jpg,https://books.toscrape.com/catalogue/the-little-paris-bookshop_407/index.html
595,The Hiding Place,55.91,4,In stock (5 available),History,https://books.toscrape.com/media/cache/74/92/74927818a922712c13999a8043f7f35c.jpg,https://books.toscrape.com/catalogue/the-hiding-place_406/index.html
596,The Grand Design,13.76,3,In stock (5 available),Science,https://books.toscrape.com/media/cache/9b/69/9b696c2064d6ee387774b6121bb4be91.jpg,https://books.toscrape.com/catalogue/the-grand-design_405/index.html
597,The Firm,45.56,3,In stock (5 available),Fiction,https://books.toscrape.com/media/cache/30/64/3064d8c687f770efea3fabeac0cd2d6f.jpg,https://books.toscrape.com/catalogue/the-firm_404/index.html
598,The Fault in Our Stars,47.22,1,In stock (5 available),Default,https://books.toscrape.com/media/cache/4f/96/4f96ae30d8aefab78b9c8005197eb85f.jpg,https://books.toscrape.com/catalogue/the-fault-in-our-stars_403/index.html
599,The False Prince (The Ascendance Trilogy #1),56.0,5,In stock (5 available),Fantasy,https://books.toscrape.com/media/cache/36/b1/36b1333456d4c6b28e90d1157d37bc0e.jpg,https://books.toscrape.com/catalogue/the-false-prince-the-ascendance-trilogy-1_402/index.html
600,The Expatriates,44.58,2,In stock (5 available),Fiction,https://books.toscrape.com/media/cache/4a/96/4a96cd8c43ea6c74d5b8d9ce1d47c187.jpg,https://books.toscrape.com/catalogue/the-expatriates_401/index.html
601,The Dream Thieves (The Raven Cycle #2),34.5,1,In stock (5 available),Default,https://books.toscrape.com/media/cache/77/1a/771a0d24c0ed726761a4ad4a4327e7d8.jpg,https://books.toscrape.com/catalogue/the-dream-thieves-the-raven-cycle-2_400/index.html
602,The Darkest Corners,11.33,5,In stock (5 available),Young Adult,https://books.toscrape.com/media/cache/8c/64/8c64037f38663260b91c275078ee882d.jpg,https://books.toscrape.com/catalogue/the-darkest-corners_399/index.html
603,The Crossover,38.77,4,In stock (5 available),Poetry,https://books.toscrape.com/media/cache/25/fe/25fe373b974387a66ff1dea80f023ccb.jpg,https://books.toscrape.com/catalogue/the-crossover_398/index.html
604,The 5th Wave (The 5th Wave #1),11.83,2,In stock (5 available),Default,https://books.toscrape.com/media/cache/01/d2/01d245f56c1d9a397caa3d956573616e.jpg,https://books.toscrape.com/catalogue/the-5th-wave-the-5th-wave-1_397/index.html
605,Tell the Wind and Fire,45.51,3,In stock (5 available),Fantasy,https://books.toscrape.com/media/cache/bf/77/bf77b0c1f1bda1cd7297325066a7f337.jpg,https://books.toscrape.com/catalogue/tell-the-wind-and-fire_396/index.html
606,Tell Me Three Things,41.81,1,In stock (5 available),Young Adult,https://books.toscrape.com/media/cache/92/a5/92a5e01c5067f65f03b316a328459f9f.jpg,https://books.toscrape.com/catalogue/tell-me-three-things_395/index.html
607,Talking to Girls About Duran Duran: One Young Man's Quest for True Love and a Cooler Haircut,25.15,4,In stock (5 available),Nonfiction,https://books.toscrape.com/media/cache/5d/62/5d62099546e3889ad385b13c62bc8874.jpg,https://books.toscrape.com/catalogue/talking-to-girls-about-duran-duran-one-young-mans-quest-for-true-love-and-a-cooler-haircut_394/index.html
608,Siddhartha,34.22,5,In stock (5 available),Fiction,https://books.toscrape.com/media/cache/6b/5f/6b5fba0f415741ab61c0cf24d11933ab.jpg,https://books.toscrape.com/catalogue/siddhartha_393/index.html
609,Shiver (The Wolves of Mercy Falls #1),16.23,5,In stock (5 available),Default,https://books.toscrape.com/media/cache/79/57/79574d160951e6703343c593ef1bae98.jpg,https://books.toscrape.com/catalogue/shiver-the-wolves-of-mercy-falls-1_392/index.html
610,Remember Me?,11.48,3,In stock (5 available),Default,https://books.toscrape.com/media/cache/56/6c/566cf3ec6a006c333f64c3f70992874d.jpg,https://books.toscrape.com/catalogue/remember-me_391/index.html
611,Red Dragon (Hannibal Lecter #1),23.37,3,In stock (5 available),Horror,https://books.toscrape.com/media/cache/4a/ce/4acec5ebebf374e7a84a5d8c74ee5752.jpg,https://books.toscrape.com/catalogue/red-dragon-hannibal-lecter-1_390/index.html
612,Peak: Secrets from the New Science of Expertise,16.28,2,In stock (5 available),Science,https://books.toscrape.com/media/cache/7c/04/7c04c7a92b5ba83361eba81fa364a2ca.jpg,https://books.toscrape.com/catalogue/peak-secrets-from-the-new-science-of-expertise_389/index.html
613,My Mother Was Nuts,31.63,4,In stock (5 available),Nonfiction,https://books.toscrape.com/media/cache/65/67/6567e9868a3d1196f32c063c0f73ea01.jpg,https://books.toscrape.com/catalogue/my-mother-was-nuts_388/index.html
614,Mexican Today: New and Rediscovered Recipes for Contemporary Kitchens,24.91,5,In stock (5 available),Food and Drink,https://books.toscrape.com/media/cache/c2/19/c219b1be1e325abd2244ace190870569.jpg,https://books.toscrape.com/catalogue/mexican-today-new-and-rediscovered-recipes-for-contemporary-kitchens_387/index.html
615,Maybe Something Beautiful: How Art Transformed a Neighborhood,22.54,1,In stock (5 available),Childrens,https://books.toscrape.com/media/cache/89/9a/899a07816ced14262169345493bbbe51.jpg,https://books.toscrape.com/catalogue/maybe-something-beautiful-how-art-transformed-a-neighborhood_386/index.html
616,Lola and the Boy Next Door (Anna and the French Kiss #2),23.63,4,In stock (5 available),Young Adult,https://books.toscrape.com/media/cache/1e/12/1e12b33f2f3988b23f895d2319ef7af8.jpg,https://books.toscrape.com/catalogue/lola-and-the-boy-next-door-anna-and-the-french-kiss-2_385/index.html
617,Logan Kade (Fallen Crest High #5.5),13.12,2,In stock (5 available),Academic,https://books.toscrape.com/media/cache/2b/44/2b4404e00c242bf1b8263bdd99c07354.jpg,https://books.toscrape.com/catalogue/logan-kade-fallen-crest-high-55_384/index.html
618,Last One Home (New Beginnings #1),59.98,3,In stock (5 available),Fiction,https://books.toscrape.com/media/cache/0b/98/0b98d840b298be76c1a982a8d1f4688f.jpg,https://books.toscrape.com/catalogue/last-one-home-new-beginnings-1_383/index.html
619,Killing Floor (Jack Reacher #1),31.49,4,In stock (5 available),Thriller,https://books.toscrape.com/media/cache/b1/5b/b15b4c864b762133cdaf69b58ba55d76.jpg,https://books.toscrape.com/catalogue/killing-floor-jack-reacher-1_382/index.html
620,Kill the Boy Band,15.52,5,In stock (5 available),Young Adult,https://books.toscrape.com/media/cache/6e/66/6e66e7cefe3ca7cf9402f87f3e13c79e.jpg,https://books.toscrape.com/catalogue/kill-the-boy-band_381/index.html
621,Isla and the Happily Ever After (Anna and the French Kiss #3),48.13,5,In stock (5 available),Young Adult,https://books.toscrape.com/media/cache/61/ff/61ffcc9619675c79b1f0b568d6ee870c.jpg,https://books.toscrape.com/catalogue/isla-and-the-happily-ever-after-anna-and-the-french-kiss-3_380/index.html
622,If I Stay (If I Stay #1),38.13,5,In stock (5 available),Default,https://books.toscrape.com/media/cache/c2/62/c262c55a104878043319173d79986c89.jpg,https://books.toscrape.com/catalogue/if-i-stay-if-i-stay-1_379/index.html
623,I Know Why the Caged Bird Sings (Maya Angelou's Autobiography #1),36.55,2,In stock (5 available),Default,https://books.toscrape.com/media/cache/3b/f1/3bf1eded8dda102ca3f572540273f587.jpg,https://books.toscrape.com/catalogue/i-know-why-the-caged-bird-sings-maya-angelous-autobiography-1_378/index.html
